Threshold,Precision,Recall,F1
0.3,0.6757123473541384,0.8469387755102041,0.7516981132075472
0.4,0.7149606299212599,0.7721088435374149,0.7424366312346689
0.5,0.7674858223062382,0.6904761904761905,0.7269471799462847
0.6,0.815668202764977,0.6020408163265306,0.6927592954990215
0.7,0.8798798798798799,0.49829931972789115,0.6362649294245385
